comd_one,comd_two,output
 C:\WINDOWS\System32\WinBioPlugIns\FaceFodUninstaller.exe  , C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe  uninstall  C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\System.Runtime.Remo#\94dac10fc93caa68704a85721a49c69b\System.Runtime.Remoting.ni.dll  /noroot /LegacyServiceBehavior ,Not-Similar
 c:\Windows\system32\WindowsPowerShell\v1.0\powershell.exe  -ExecutionPolicy Bypass -WindowStyle Hidden .\disable_acrobat_updater.ps1 , C:\Windows\syswow64\MsiExec.exe  -Embedding 2E51DCC446099422CE4B872EC491F1F1 E Global\MSI0000 ,Not-Similar
 C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe  -StartupEvent 270 -InterruptEvent 0 -NGENProcess 284 -Pipe 1c8 -Comment  NGen Worker Process  , C:\Program Files (x86)\F-Secure\PSB\Ultralight\ulu\1591258926\ulu.exe  --aua-channel =  sensor-win-db  --aua-version =  1597815170  --aua-path =  C:\ProgramData\F-Secure\NS\default\GUTS2\sensor-win-db\1597815170  ,Not-Similar
 C:\WINDOWS\Lenovo\iMController\PluginHost\Lenovo.Modern.ImController.PluginHost.Device.exe  -name 64ec1d8f-5f02-4194-8b47-6f27b0649cc1 -runas SYSTEM -pluginName LenovoAuthenticationPlugin -pluginVersion 1.3.0.13 , C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe  -StartupEvent 4e0 -InterruptEvent 0 -NGENProcess 480 -Pipe 55c -Comment  NGen Worker Process  ,Not-Similar
 C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe  -StartupEvent 1c8 -InterruptEvent 0 -NGENProcess 15c -Pipe 1c4 -Comment  NGen Worker Process  , C:\Program Files (x86)\F-Secure\PSB\Ultralight\ulu\1591258926\ulu.exe  --aua-channel =  deepguard-db  --aua-version =  1592985935  --aua-path =  C:\ProgramData\F-Secure\NS\default\GUTS2\deepguard-db\1592985935  ,Not-Similar
 C:\Windows\System32\MsiExec.exe  /Y  C:\WINDOWS\CCM\MsiHandler.dll  , C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe  -StartupEvent 3e8 -InterruptEvent 0 -NGENProcess 3ec -Pipe 420 -Comment  NGen Worker Process  ,Not-Similar
 C:\WINDOWS\System32\DriverStore\FileRepository\iclsclient.inf_amd64_7e148e9c120d86df\lib\IntelPTTEkRecertification.exe  , C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe  -StartupEvent 968 -InterruptEvent 0 -NGENProcess 9e0 -Pipe a44 -Comment  NGen Worker Process  ,Not-Similar
 LogonUI.exe  /flags  :  0x0 /state0  :  0xaa2d5855 /state1  :  0x41c64e6d , C:\WINDOWS\system32\WindowsPowerShell\v1.0\PowerShell.exe  -NoLogo -Noninteractive -NoProfile -ExecutionPolicy Bypass  & 'C:\WINDOWS\CCM\SystemTemp\4202fcb1-bdd5-47ed-8b03-247509012701.ps1'  ,Not-Similar
DsmUserTask.Exe C{B144570D-72C9-55F8-861B-6DEF24B30927} , C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe  -StartupEvent ba8 -InterruptEvent 0 -NGENProcess b9c -Pipe ba4 -Comment  NGen Worker Process  ,Not-Similar
"rundll32.exe  C:\WINDOWS\system32\davclnt.dll,DavSetCookie  ad.helsinki.fi  http://ad.helsinki.fi/home  ", C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe  -StartupEvent 214 -InterruptEvent 0 -NGENProcess 2b4 -Pipe 248 -Comment  NGen Worker Process  ,Not-Similar
 C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe  uninstall  C:\WINDOWS\assembly\NativeImages_v4.0.30319_32\SecurityAudf6921413#\781e9adbd1f02c2b23253eb2d88756b4\SecurityAuditPoliciesSnapIn.ni.dll  /noroot /LegacyServiceBehavior , C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe  -StartupEvent 978 -InterruptEvent 0 -NGENProcess b4c -Pipe b24 -Comment  NGen Worker Process  ,Not-Similar
taskhostw.exe  C:\Program Files (x86)\Google\Update\GoogleUpdate.exe  /c , C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe  -StartupEvent ae0 -InterruptEvent 0 -NGENProcess 9bc -Pipe a7c -Comment  NGen Worker Process  ,Not-Similar
 C:\WINDOWS\Microsoft.NET\Framework\v4.0.30319\NGen.exe  install  C:\WINDOWS\CCM\SCNotification.exe  /queue  :  1 , C:\WINDOWS\system32\cmd.exe  /c neato.bat -Tdot  C:\Users\zhussain\AppData\Local\Temp\tmpiaklypon  ,Not-Similar
 C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe  -StartupEvent 964 -InterruptEvent 0 -NGENProcess 828 -Pipe 8d0 -Comment  NGen Worker Process  , C:\WINDOWS\system32\WindowsPowerShell\v1.0\PowerShell.exe  -NoLogo -Noninteractive -NoProfile -ExecutionPolicy Bypass  & 'C:\WINDOWS\CCM\SystemTemp\763976c0-4172-47f9-bc9b-6254fe7e0eed.ps1'  ,Not-Similar
 C:\WINDOWS\system32\WindowsPowerShell\v1.0\PowerShell.exe  -NoLogo -Noninteractive -NoProfile -ExecutionPolicy Bypass  & 'C:\WINDOWS\CCM\SystemTemp\61a281cc-a743-4160-a379-dcf684996952.ps1'  , C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe  -StartupEvent 5d4 -InterruptEvent 0 -NGENProcess 488 -Pipe 27c -Comment  NGen Worker Process  ,Not-Similar
 C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe  uninstall  C:\WINDOWS\assembly\NativeImages_v4.0.30319_64\Microsoft.S0f8e494c#\b5fe398067783cee29475d908f168923\Microsoft.Security.ApplicationId.PolicyManagement.PolicyModel.ni.dll  /noroot /LegacyServiceBehavior , C:\WINDOWS\system32\WindowsPowerShell\v1.0\PowerShell.exe  -NoLogo -Noninteractive -NoProfile -ExecutionPolicy Bypass  & 'C:\WINDOWS\CCM\SystemTemp\64b53c09-6a3e-42d7-9f0c-d9296f5263b8.ps1'  ,Not-Similar
 C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroCEF\RdrServicesUpdater.exe  20.012.20041 20.009.20063.0 , C:\Program Files (x86)\F-Secure\PSB\Ultralight\ulu\1591258926\ulu.exe  --aua-channel =  hydra-win64  --aua-version =  1594022452  --aua-path =  C:\ProgramData\F-Secure\NS\default\GUTS2\hydra-win64\1594022452  ,Not-Similar
 C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe  -StartupEvent 3f8 -InterruptEvent 0 -NGENProcess 354 -Pipe 384 -Comment  NGen Worker Process  , C:\Program Files (x86)\F-Secure\PSB\Ultralight\ulu\1591258926\ulu_handler.exe  install sensor-win-db 1595559285  C:\ProgramData\F-Secure\NS\default\GUTS2\sensor-win-db\1595559285  ,Not-Similar
 C:\WINDOWS\system32\msiexec.exe  /V , C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe  -StartupEvent 600 -InterruptEvent 0 -NGENProcess 648 -Pipe 66c -Comment  NGen Worker Process  ,Not-Similar
 C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe  -StartupEvent 1b8 -InterruptEvent 0 -NGENProcess 3b0 -Pipe 5d8 -Comment  NGen Worker Process  , C:\Program Files (x86)\F-Secure\PSB\Ultralight\ulu\1591258926\ulu_handler.exe  install virgo-win64 1593431706  C:\ProgramData\F-Secure\NS\default\GUTS2\virgo-win64\1593431706  ,Not-Similar
git commit - m  this is for new branch  , C:\Program Files (x86)\F-Secure\PSB\Ultralight\ulu\1591258926\ulu.exe  --aua-channel =  hydra-win64  --aua-version =  1602128435  --aua-path =  C:\ProgramData\F-Secure\NS\default\GUTS2\hydra-win64\1602128435  ,Not-Similar
 LogonUI.exe  /flags  :  0x0 /state0  :  0xa83b6855 /state1  :  0x41c64e6d , C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe  -StartupEvent 72c -InterruptEvent 0 -NGENProcess 648 -Pipe 68c -Comment  NGen Worker Process  ,Not-Similar
 C:\WINDOWS\system32\cmd.exe  /c dot.bat -Tdot  C:\Users\zhussain\AppData\Local\Temp\tmpmkr27uuv  , C:\Program Files (x86)\F-Secure\PSB\Ultralight\ulu\1591258926\ulu.exe  --aua-channel =  capricorn-win64  --aua-version =  1597129637  --aua-path =  C:\ProgramData\F-Secure\NS\default\GUTS2\capricorn-win64\1597129637  ,Not-Similar
 C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe  -StartupEvent 7ec -InterruptEvent 0 -NGENProcess 7e0 -Pipe 7f0 -Comment  NGen Worker Process  , C:\Program Files (x86)\F-Secure\PSB\Ultralight\ulu\1591258926\ulu_handler.exe  install capricorn-win64 1592814450  C:\ProgramData\F-Secure\NS\default\GUTS2\capricorn-win64\1592814450  ,Not-Similar
 C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe  uninstall  C:\WINDOWS\assembly\NativeImages_v4.0.30319_64\mscorlib\c57f40f6d9c9679e64fd7db10567d19c\mscorlib.ni.dll  /noroot /LegacyServiceBehavior , C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe  -StartupEvent 398 -InterruptEvent 0 -NGENProcess 57c -Pipe 5e8 -Comment  NGen Worker Process  ,Not-Similar
 C:\Program Files (x86)\F-Secure\PSB\Ultralight\ulu\1591258926\ulu_handler.exe  install capricorn-win64 1594394102  C:\ProgramData\F-Secure\NS\default\GUTS2\capricorn-win64\1594394102  , C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe  -StartupEvent 7fc -InterruptEvent 0 -NGENProcess 59c -Pipe 744 -Comment  NGen Worker Process  ,Not-Similar
 C:\Windows\Microsoft.NET\Framework\v4.0.30319\NGenTask.exe  /StopEvent  :  1360 , C:\Program Files (x86)\F-Secure\PSB\Ultralight\ulu\1591258926\ulu.exe  --aua-channel =  deepguard-db  --aua-version =  1593820892  --aua-path =  C:\ProgramData\F-Secure\NS\default\GUTS2\deepguard-db\1593820892  ,Not-Similar
 C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe  -StartupEvent b14 -InterruptEvent 0 -NGENProcess ac8 -Pipe b04 -Comment  NGen Worker Process  , C:\Windows\Microsoft.NET\Framework64\v4.0.30319\NGenTask.exe  /RuntimeWide /StopEvent  :  956 ,Not-Similar
 C:\WINDOWS\System32\svchost.exe  -k netsvcs -p , C:\Program Files (x86)\F-Secure\PSB\Ultralight\ulu\1591258926\ulu_handler.exe  install deepguard-db 1602643641  C:\ProgramData\F-Secure\NS\default\GUTS2\deepguard-db\1602643641  ,Not-Similar
 C:\Program Files (x86)\F-Secure\PSB\Ultralight\ulu\1591258926\ulu.exe  --aua-channel =  deepguard-db  --aua-version =  1598511108  --aua-path =  C:\ProgramData\F-Secure\NS\default\GUTS2\deepguard-db\1598511108  , C:\WINDOWS\system32\mspaint.exe   C:\Users\RDS21bde055271f\Downloads\Passport.pdf  ,Not-Similar
 C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe  -StartupEvent 5d0 -InterruptEvent 0 -NGENProcess 5d8 -Pipe 5e0 -Comment  NGen Worker Process  , C:\WINDOWS\system32\WindowsPowerShell\v1.0\PowerShell.exe  -NoLogo -Noninteractive -NoProfile -ExecutionPolicy Bypass  & 'C:\WINDOWS\CCM\SystemTemp\4757c4b8-a634-4347-aeb6-dd15d8f08ccc.ps1'  ,Not-Similar
 C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe  -StartupEvent 1ac -InterruptEvent 0 -NGENProcess 144 -Pipe ac -Comment  NGen Worker Process  , C:\Program Files (x86)\F-Secure\PSB\Ultralight\ulu\1591258926\ulu.exe  --aua-channel =  capricorn-win64  --aua-version =  1602935825  --aua-path =  C:\ProgramData\F-Secure\NS\default\GUTS2\capricorn-win64\1602935825  ,Not-Similar
 C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe  -StartupEvent 7bc -InterruptEvent 0 -NGENProcess 310 -Pipe 6b8 -Comment  NGen Worker Process  , C:\Program Files (x86)\MS Office 2016\Office16\POWERPNT.EXE   \\ad.helsinki.fi\home\z\zhussain\Documents\Delivery_App_Initial_Idea.pptx  /ou    ,Not-Similar
 C:\WINDOWS\system32\compattelrunner.exe  -m  :  GeneralTel.dll -f  :  RunGeneralTelemetry -cV zompFjqsx0GEeprf.1.2 -SendFullTelemetry -ThrottleUtc , C:\WINDOWS\system32\dolbyaposvc\DAX3API.exe  ,Not-Similar
 C:\WINDOWS\system32\appidpolicyconverter.exe  , C:\Program Files (x86)\F-Secure\PSB\Ultralight\ulu\1591258926\ulu.exe  --aua-channel =  capricorn-win64  --aua-version =  1596970013  --aua-path =  C:\ProgramData\F-Secure\NS\default\GUTS2\capricorn-win64\1596970013  ,Not-Similar
 C:\WINDOWS\system32\WindowsPowerShell\v1.0\PowerShell.exe  -NoLogo -Noninteractive -NoProfile -ExecutionPolicy Bypass  & 'C:\WINDOWS\CCM\SystemTemp\35d07e95-c2ff-4e28-ab25-397ed8c825b6.ps1'  , C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe  -StartupEvent 1bc -InterruptEvent 0 -NGENProcess 1b8 -Pipe 1a8 -Comment  NGen Worker Process  ,Not-Similar
 C:\Program Files (x86)\F-Secure\PSB\Ultralight\ulu\1591258926\ulu.exe  --aua-channel =  hydra-win64  --aua-version =  1598435595  --aua-path =  C:\ProgramData\F-Secure\NS\default\GUTS2\hydra-win64\1598435595  , C:\Program Files (x86)\F-Secure\PSB\Ultralight\ulcore\1594813445\fshoster64.exe  --service --namespace ul_default --id 2 ,Not-Similar
 C:\Program Files (x86)\F-Secure\PSB\Ultralight\ulu\1591258926\ulu_handler.exe  install capricorn-win64 1601728024  C:\ProgramData\F-Secure\NS\default\GUTS2\capricorn-win64\1601728024  , C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe  -StartupEvent 748 -InterruptEvent 0 -NGENProcess 650 -Pipe 70c -Comment  NGen Worker Process  ,Not-Similar
 C:\WINDOWS\Lenovo\iMController\PluginHost86\Lenovo.Modern.ImController.PluginHost.Device.exe  -name 4a8934a4-d68e-4c71-a705-4c107887894d -runas SYSTEM -pluginName GenericTelemetryPlugin -pluginVersion 2.1.0.20 , C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe  -StartupEvent 210 -InterruptEvent 0 -NGENProcess 1f8 -Pipe 20c -Comment  NGen Worker Process  ,Not-Similar
 C:\Program Files (x86)\F-Secure\PSB\Ultralight\ulu\1591258926\ulu.exe  --aua-channel =  virgo-win64  --aua-version =  1602079866  --aua-path =  C:\ProgramData\F-Secure\NS\default\GUTS2\virgo-win64\1602079866  , C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe  -StartupEvent 720 -InterruptEvent 0 -NGENProcess 68c -Pipe 26c -Comment  NGen Worker Process  ,Not-Similar
 C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe  -StartupEvent 388 -InterruptEvent 0 -NGENProcess 3ac -Pipe 2d0 -Comment  NGen Worker Process  , C:\Program Files (x86)\F-Secure\PSB\Ultralight\ulu\1591258926\ulu_handler.exe  install capricorn-win64 1596086217  C:\ProgramData\F-Secure\NS\default\GUTS2\capricorn-win64\1596086217  ,Not-Similar
 LogonUI.exe  /flags  :  0x0 /state0  :  0xa2091055 /state1  :  0x41c64e6d , C:\WINDOWS\system32\WLANExt.exe  1865972631968 ,Not-Similar
 LogonUI.exe  /flags  :  0x0 /state0  :  0xad178055 /state1  :  0x41c64e6d , C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe  -StartupEvent 588 -InterruptEvent 0 -NGENProcess 7ec -Pipe 610 -Comment  NGen Worker Process  ,Not-Similar
 C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe  -StartupEvent 378 -InterruptEvent 0 -NGENProcess 1dc -Pipe 358 -Comment  NGen Worker Process  , C:\Program Files (x86)\F-Secure\PSB\Ultralight\ulu\1591258926\ulu.exe  --aua-channel =  deepguard-db  --aua-version =  1592892097  --aua-path =  C:\ProgramData\F-Secure\NS\default\GUTS2\deepguard-db\1592892097  ,Not-Similar
 C:\WINDOWS\system32\makecab.exe   C:\WINDOWS\Logs\CBS\CbsPersist_20201008103546.log   C:\WINDOWS\Logs\CBS\CbsPersist_20201008103546.cab  , C:\Program Files (x86)\F-Secure\PSB\Ultralight\ulu\1591258926\ulu.exe  --aua-channel =  hydra-win64  --aua-version =  1594019478  --aua-path =  C:\ProgramData\F-Secure\NS\default\GUTS2\hydra-win64\1594019478  ,Not-Similar
 C:\WINDOWS\System32\msiexec.exe  /i  C:\ProgramData\F-Secure\NS\default\swup2\working\deployer\Patches\GoogleChromeStandaloneEnterprise_85.0.4183.121_x64.msi  /quiet /norestart , C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe  -StartupEvent 8e8 -InterruptEvent 0 -NGENProcess 8d0 -Pipe 978 -Comment  NGen Worker Process  ,Not-Similar
 C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe  -StartupEvent 398 -InterruptEvent 0 -NGENProcess 3ac -Pipe 3a8 -Comment  NGen Worker Process  , C:\Windows\syswow64\MsiExec.exe  -Embedding BB9C842DA8595851C293A0342D0E984B E Global\MSI0000 ,Not-Similar
 C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe  -StartupEvent 370 -InterruptEvent 0 -NGENProcess 3fc -Pipe e8 -Comment  NGen Worker Process  , C:\WINDOWS\system32\dstokenclean.exe  ,Not-Similar
 C:\Program Files (x86)\F-Secure\PSB\Ultralight\ulu\1591258926\ulu.exe  --aua-channel =  deepguard-db  --aua-version =  1596784385  --aua-path =  C:\ProgramData\F-Secure\NS\default\GUTS2\deepguard-db\1596784385  , C:\WINDOWS\TEMP\448BABF9-F177-4D16-BD5D-2F0D6B5FA014\dismhost.exe  {D4B40518-2644-49B7-8711-D8892A4AE43A} ,Not-Similar
 C:\Program Files (x86)\F-Secure\PSB\Ultralight\ulu\1591258926\ulu.exe  --aua-channel =  sensor-win-db  --aua-version =  1599113427  --aua-path =  C:\ProgramData\F-Secure\NS\default\GUTS2\sensor-win-db\1599113427  , C:\Program Files (x86)\F-Secure\PSB\Ultralight\ulu\1591258926\ulu_handler.exe  install hydra-win64 1594022452  C:\ProgramData\F-Secure\NS\default\GUTS2\hydra-win64\1594022452  ,Not-Similar
 C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe  -StartupEvent 1c0 -InterruptEvent 0 -NGENProcess 144 -Pipe 1bc -Comment  NGen Worker Process  , C:\Windows\syswow64\MsiExec.exe  -Embedding AE9F937360AFDE4C4023929A88011182 E Global\MSI0000 ,Not-Similar
 C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe  -StartupEvent 540 -InterruptEvent 0 -NGENProcess 4a0 -Pipe 56c -Comment  NGen Worker Process  , C:\WINDOWS\system32\mspaint.exe   C:\Users\RDS21bde055271f\Downloads\Passport.pdf  ,Not-Similar
 C:\Program Files (x86)\Google\Update\GoogleUpdate.exe  /svc , C:\Program Files (x86)\HY\University Menu\um.exe  ,Not-Similar
 C:\WINDOWS\system32\cmd.exe  /c neato.bat -Tdot  C:\Users\zhussain\AppData\Local\Temp\tmp95h7e2vg  , C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe  -StartupEvent 1b0 -InterruptEvent 0 -NGENProcess 1ac -Pipe 1a4 -Comment  NGen Worker Process  ,Not-Similar
 C:\WINDOWS\system32\schtasks.exe  /change /tn  Lenovo\ImController\TimebasedEvents\bea9ed1d-9e6c-4551-8ec9-b2db208ca83b  /du  01:00  , C:\Program Files (x86)\F-Secure\PSB\Ultralight\ulu\1591258926\ulu_handler.exe  install deepguard-db 1592985935  C:\ProgramData\F-Secure\NS\default\GUTS2\deepguard-db\1592985935  ,Not-Similar
 C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe  -StartupEvent 208 -InterruptEvent 0 -NGENProcess 1f4 -Pipe 204 -Comment  NGen Worker Process  ,taskhostw.exe Install $(Arg0) ,Not-Similar
 C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe  -StartupEvent a9c -InterruptEvent 0 -NGENProcess a44 -Pipe 990 -Comment  NGen Worker Process  , C:\Program Files (x86)\F-Secure\PSB\Ultralight\ulu\1591258926\ulu.exe  --aua-channel =  capricorn-win64  --aua-version =  1594115811  --aua-path =  C:\ProgramData\F-Secure\NS\default\GUTS2\capricorn-win64\1594115811  ,Not-Similar
%systemroot%\system32\MusNotificationUx.exe ClearActiveNotifications , C:\WINDOWS\system32\cmd.exe  /c dot.bat -Tdot  C:\Users\zhussain\AppData\Local\Temp\tmpu_xe_lnv  ,Not-Similar
 C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe  -StartupEvent bac -InterruptEvent 0 -NGENProcess b54 -Pipe b8c -Comment  NGen Worker Process  , C:\WINDOWS\system32\NOTEPAD.EXE   C:\Users\zhussain\study\internship\vscode\f-secure_data\001de464-62d9-49c0-a4ab-9a71a4b7b01b.txt  ,Not-Similar
 C:\WINDOWS\system32\WindowsPowerShell\v1.0\PowerShell.exe  -NoLogo -Noninteractive -NoProfile -ExecutionPolicy Bypass  & 'C:\WINDOWS\CCM\SystemTemp\6c566130-adc6-469f-b2b0-28fdaa8bd1ad.ps1'  , C:\Program Files (x86)\F-Secure\PSB\Ultralight\ulu\1591258926\ulu_handler.exe  install capricorn-win64 1601644769  C:\ProgramData\F-Secure\NS\default\GUTS2\capricorn-win64\1601644769  ,Not-Similar
 C:\Program Files (x86)\F-Secure\PSB\Ultralight\ulu\1591258926\ulu_handler.exe  install sensor-win-db 1602399523  C:\ProgramData\F-Secure\NS\default\GUTS2\sensor-win-db\1602399523  , C:\Program Files\Amazon\AWSCLIV2\aws.exe  s3 sync  s3://ew1-rds-ds-prd-data-export-hy/data/events/_organization=university_of_helsinki  f-secure\fsecure_data ,Not-Similar
 C:\WINDOWS\system32\wevtutil.exe  IM  C:\ProgramData\Lenovo\ImController\ImControllerEventManifest.man  , C:\Program Files (x86)\MS Office 2016\Office16\POWERPNT.EXE  /Embedding ,Not-Similar
 C:\Program Files (x86)\F-Secure\PSB\Ultralight\ulu\1591258926\ulu.exe  --aua-channel =  capricorn-win64  --aua-version =  1594027046  --aua-path =  C:\ProgramData\F-Secure\NS\default\GUTS2\capricorn-win64\1594027046  , LogonUI.exe  /flags  :  0x0 /state0  :  0xa1e94855 /state1  :  0x41c64e6d ,Not-Similar
 C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe  -StartupEvent 22c -InterruptEvent 0 -NGENProcess 260 -Pipe 30c -Comment  NGen Worker Process  , C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe  uninstall  C:\WINDOWS\assembly\NativeImages_v2.0.50727_64\System.Windows.Forms\875a7451c8fe73cff0df913a04392b7a\System.Windows.Forms.ni.dll  /noroot /LegacyServiceBehavior ,Not-Similar
 C:\WINDOWS\system32\compattelrunner.exe  -m  :  GeneralTel.dll -f  :  RunGeneralTelemetry -cV HmhJ8qktsk+UfKOm.1.3 -SendFullTelemetry -ThrottleUtc , C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe  -StartupEvent 574 -InterruptEvent 0 -NGENProcess 480 -Pipe 534 -Comment  NGen Worker Process  ,Not-Similar
 C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe  -StartupEvent 3e4 -InterruptEvent 0 -NGENProcess 25c -Pipe 3e0 -Comment  NGen Worker Process  , C:\Program Files (x86)\F-Secure\PSB\Ultralight\ulu\1591258926\ulu_handler.exe  install capricorn-win64 1593764203  C:\ProgramData\F-Secure\NS\default\GUTS2\capricorn-win64\1593764203  ,Not-Similar
 C:\Windows\Microsoft.NET\Framework64\v4.0.30319\NGenTask.exe  /RuntimeWide /StopEvent  :  748 , C:\WINDOWS\system32\WerFault.exe  -u -p 7772 -s 2736 ,Not-Similar
taskhostw.exe network , C:\Program Files (x86)\F-Secure\PSB\Ultralight\ulu\1591258926\ulu_handler.exe  install virgo-win64 1597392618  C:\ProgramData\F-Secure\NS\default\GUTS2\virgo-win64\1597392618  ,Not-Similar
 C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe  uninstall  C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\System.Data\9d5d3b39a3a3ce83af57b1ca3b1728bc\System.Data.ni.dll  /noroot /LegacyServiceBehavior , C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe  -StartupEvent 918 -InterruptEvent 0 -NGENProcess 958 -Pipe 948 -Comment  NGen Worker Process  ,Not-Similar
 C:\Program Files (x86)\F-Secure\PSB\Ultralight\ulu\1591258926\ulu_handler.exe  install deepguard-db 1594394496  C:\ProgramData\F-Secure\NS\default\GUTS2\deepguard-db\1594394496  , C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe  -StartupEvent e8 -InterruptEvent 0 -NGENProcess 208 -Pipe ec -Comment  NGen Worker Process  ,Not-Similar
 C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe  -StartupEvent 414 -InterruptEvent 0 -NGENProcess 470 -Pipe 320 -Comment  NGen Worker Process  , C:\WINDOWS\system32\MicrosoftEdgeSH.exe   SCODEF:17356   CREDAT:9730   APH:4A0000000000D  JITHOST /prefetch  :  2 ,Not-Similar
 C:\WINDOWS\system32\WindowsPowerShell\v1.0\PowerShell.exe  -NoLogo -Noninteractive -NoProfile -ExecutionPolicy Bypass  & 'C:\WINDOWS\CCM\SystemTemp\070c0376-86ca-4f07-b5bc-bda9b75162c0.ps1'  , C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe  uninstall  C:\WINDOWS\assembly\NativeImages_v2.0.50727_64\Microsoft.VisualBas#\1ac3d8d30f8aba48d7ad246b4da76093\Microsoft.VisualBasic.ni.dll  /noroot /LegacyServiceBehavior ,Not-Similar
 C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe  -StartupEvent ae8 -InterruptEvent 0 -NGENProcess b34 -Pipe a64 -Comment  NGen Worker Process  , C:\Windows\Microsoft.NET\Framework\v4.0.30319\NGenTask.exe  /StopEvent  :  1388 ,Not-Similar
 C:\Windows\Microsoft.NET\Framework64\v4.0.30319\cvtres.exe  /NOLOGO /READONLY /MACHINE  :  IX86  /OUT:C:\WINDOWS\TEMP\RES59B5.tmp   c:\Windows\Temp\cepd4ej3\CSC75FA873DD4224CC8B442162239677E58.TMP  , C:\Program Files (x86)\F-Secure\PSB\Ultralight\ulu\1591258926\ulu_handler.exe  install capricorn-win64 1597570012  C:\ProgramData\F-Secure\NS\default\GUTS2\capricorn-win64\1597570012  ,Not-Similar
 C:\Program Files (x86)\F-Secure\PSB\Ultralight\ulu\1591258926\ulu_handler.exe  install capricorn-win64 1602830755  C:\ProgramData\F-Secure\NS\default\GUTS2\capricorn-win64\1602830755  , C:\WINDOWS\system32\WindowsPowerShell\v1.0\PowerShell.exe  -NoLogo -Noninteractive -NoProfile -ExecutionPolicy Bypass  & 'C:\WINDOWS\CCM\SystemTemp\0de2b673-2b2d-4029-a61a-c7be7d679b4f.ps1'  ,Not-Similar
