comd_one,comd_two,output
" c:\WINDOWS\Microsoft.NET\Framework\v4.0.30319\ngen.exe  install  Microsoft.VisualStudio.Tools.Office.Word.HostAdapter.v10.0, Version=10.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a  /queue  :  3 /NoDependencies ", c:\WINDOWS\Microsoft.NET\Framework\v4.0.30319\ngen.exe  install  c:\Program Files (x86)\Common Files\Microsoft Shared\VSTA\Pipeline.v10.0\AddInSideAdapters\Microsoft.VisualStudio.Tools.Applications.AddInAdapter.v9.0.dll  /queue  :  3 /NoDependencies ,Similar
 C:\WINDOWS\System32\WaaSMedicAgent.exe  304962c347a6a42dadbca3fe62fb8220 3L7Yljy8AUOmMPLO.0.0.0 , C:\WINDOWS\System32\WaaSMedicAgent.exe  386083c0bb590964d31b9d85c6cbda62 E0e4lJyy5EamNbmbHkymGA.0.1.0.0.0 ,Similar
"rundll32.exe  C:\WINDOWS\system32\davclnt.dll,DavSetCookie  POIJU11.AD.HELSINKI.FI  http://poiju11.ad.helsinki.fi/home/ad.helsinki.fi/home  ","rundll32.exe  C:\WINDOWS\system32\davclnt.dll,DavSetCookie  ad.helsinki.fi  http://ad.helsinki.fi/home/z/zhussain/AppData/Local/Packages/LenovoCorporation.LenovoID_4642shxvsv8s2/LocalState/UAPOOBEDataResponse.xml  ",Similar
 C:\WINDOWS\Lenovo\iMController\PluginHost86\Lenovo.Modern.ImController.PluginHost.Device.exe  -name fe05df25-d06b-438b-b45a-d41e9d1db93d -runas SYSTEM -pluginName GenericTelemetryPlugin -pluginVersion 2.1.0.20 , C:\WINDOWS\Lenovo\iMController\PluginHost\Lenovo.Modern.ImController.PluginHost.Device.exe  -name 0c1cff87-5545-47ca-ab24-8d92c798ab02 -runas SYSTEM -pluginName LenovoSystemUpdatePlugin -pluginVersion 2.0.0.107 ,Similar
 C:\WINDOWS\TEMP\4C9E01F5-F57D-4EAF-89D4-0999F370E7E2\dismhost.exe  {1DC361BA-F87E-4ACD-8208-3C1AE89EAF7E} , C:\WINDOWS\TEMP\80C5DD4F-19BB-4485-A477-8ED76AB6C1A5\dismhost.exe  {025E966C-7DC7-4C4B-B55E-6F44482072AB} ,Similar
 C:\WINDOWS\system32\NOTEPAD.EXE   C:\Users\RDS21bde055271f\study\internship\f-secure\fsecure  data\fsecure data\_year=2020\_month=6\_day=2\_sensor_id=85bd9b2f-cefb-45fe-9d39-36115b19f5d4\85d7ebaf-4ba1-488b-a89d-f1dd7a188054.jsonl.gz , C:\WINDOWS\system32\NOTEPAD.EXE   C:\Users\RDS832708cf3b2a\study\internship\f-secure\man\man-pages-5.01.tar  ,Similar
 C:\WINDOWS\Temp\{1EF6588A-0956-471A-80DE-DC4572F8F88F}\.cr\VC_redist_14.27.29112.0_.x86.exe  -burn.clean.room =  C:\ProgramData\F-Secure\NS\default\swup2\working\deployer\Patches\VC_redist_14.27.29112.0_.x86.exe  -burn.filehandle.attached = 628 -burn.filehandle.self = 704 /passive /norestart /quiet , C:\WINDOWS\Temp\{DB6C514E-406D-4C1C-B110-9CB4F82D0CDF}\.cr\VC_redist_14.27.29112.0_.x64.exe  -burn.clean.room =  C:\ProgramData\F-Secure\NS\default\swup2\working\deployer\Patches\VC_redist_14.27.29112.0_.x64.exe  -burn.filehandle.attached = 652 -burn.filehandle.self = 648 /passive /norestart /quiet ,Similar
" c:\WINDOWS\Microsoft.NET\Framework\v4.0.30319\ngen.exe  install  Microsoft.VisualStudio.Tools.Office.Runtime.Internal, Version=10.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a  /queue  :  3 /NoDependencies ", c:\WINDOWS\Microsoft.NET\Framework\v4.0.30319\ngen.exe  install  c:\Program Files (x86)\Common Files\Microsoft Shared\VSTA\Pipeline.v10.0\AddInSideAdapters\Microsoft.VisualStudio.Tools.Applications.AddInAdapter.v9.0.dll  /queue  :  3 /NoDependencies ,Similar
 C:\WINDOWS\TEMP\217AAB03-5C66-4E59-91BF-AF2A7F3B955F\dismhost.exe  {C62CFCED-9919-4B18-A16C-11870AFDBFAF} , C:\WINDOWS\TEMP\2E921E59-063E-4CAA-9A94-9E4DADE381DA\dismhost.exe  {DF2AA398-4173-4B10-B202-D3AE3ED667D9} ,Similar
 C:\Program Files (x86)\F-Secure\PSB\Ultralight\sensor\1599569183\fsatpn.exe  FqFYlsyW7IYqhI9oaIL1 cjGpxWuRhunFVyUVSnbZ /ulsdk /mode = 2 /namespace = ul_default , C:\Program Files (x86)\F-Secure\PSB\Ultralight\sensor\1599569183\fsatpn.exe  FqFYlsyW7IYqhI9oaIL1 cjGpxWuRhunFVyUVSnbZ /ulsdk /mode = 2 /namespace = ul_default ,Similar
 C:\Windows\CCM\SCToastNotification.exe   Downloading and installing software   Click to view progress.  , C:\Windows\CCM\SCToastNotification.exe   Software changes are required   Your IT department requires changes to the software on your computer. Click here for options.  ,Similar
 C:\WINDOWS\TEMP\80C5DD4F-19BB-4485-A477-8ED76AB6C1A5\dismhost.exe  {025E966C-7DC7-4C4B-B55E-6F44482072AB} , C:\WINDOWS\TEMP\B7F870F9-1A11-4D87-90B7-58E116787E70\dismhost.exe  {5D010F77-C0C1-4786-8382-F046BE7501AF} ,Similar
" c:\WINDOWS\Microsoft.NET\Framework\v4.0.30319\ngen.exe  install  Microsoft.VisualStudio.Tools.Office.Runtime.v10.0, Version=10.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a  /queue  :  3 /NoDependencies ", c:\WINDOWS\Microsoft.NET\Framework\v4.0.30319\ngen.exe  install  c:\Program Files (x86)\Common Files\Microsoft Shared\VSTA\Pipeline.v10.0\AddInSideAdapters\Microsoft.VisualStudio.Tools.Applications.AddInAdapter.v9.0.dll  /queue  :  3 /NoDependencies ,Similar
 C:\Program  Files (x86)\Zoom\bin\Zoom.exe --action = preload --runaszvideo = TRUE , C:\Program  Files (x86)\Zoom\bin\Zoom.exe --action = preload --runaszvideo = TRUE --useroption = 4504149475459072 --useroption2 = 1170935903118426176 --useroption3 = 1099517100544 --haszoomim = 1 ,Similar
.\mingw64\bin\git.exe config --system  filter.lfs.required   true  ,.\mingw64\bin\git.exe config --system  http.sslCAInfo   C:/Program Files/Git/mingw64/ssl/certs/ca-bundle.crt  ,Similar
 C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe  -StartupEvent 834 -InterruptEvent 0 -NGENProcess 814 -Pipe 818 -Comment  NGen Worker Process  , C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe  -StartupEvent 64c -InterruptEvent 0 -NGENProcess 680 -Pipe 614 -Comment  NGen Worker Process  ,Similar
 C:\WINDOWS\TEMP\A396AD61-98C2-4FFF-BE66-B1CE45A49EAB\dismhost.exe  {7EC186EB-071F-429A-BA7D-12FBC451F208} , C:\WINDOWS\TEMP\F10D7C9B-B15E-48F2-94B6-7AE5C111A069\dismhost.exe  {4F939337-2FCF-4749-A4C9-B4359BA3688E} ,Similar
 C:\WINDOWS\System32\WaaSMedicAgent.exe  2a904a7efa1246786242abfee7e87fa4 lGgSa3I9akq1SY25olBZjA.0.1.0.0.0 , C:\WINDOWS\System32\WaaSMedicAgent.exe  82efd75b56268f7931b7d4391d22978b +XF85hlkOUm3+oTO7VgggA.0.1.0.0.0 ,Similar
" c:\WINDOWS\Microsoft.NET\Framework\v4.0.30319\ngen.exe  install  Microsoft.VisualStudio.Tools.Office.HostAdapter.v10.0, Version=10.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a  /queue  :  3 /NoDependencies ", c:\WINDOWS\Microsoft.NET\Framework\v4.0.30319\ngen.exe  install  c:\Program Files (x86)\Common Files\Microsoft Shared\VSTA\Pipeline.v10.0\AddInSideAdapters\Microsoft.VisualStudio.Tools.Applications.AddInAdapter.v9.0.dll  /queue  :  3 /NoDependencies ,Similar
 C:\WINDOWS\System32\WaaSMedicAgent.exe  b7a52cbd0215dc33672d0393b213c69c vGXQ9ObRykyrjCEVmB2Qqw.0.1.0.0.0 , C:\WINDOWS\System32\WaaSMedicAgent.exe  d2fcf8af42ce08eb0ae5c60e680ba310 bLd6Y12pc0Cdf5b+Qf7V0A.0.1.0.0.0 ,Similar
 C:\WINDOWS\TEMP\2AD3EC3F-045C-448A-BE5A-EBB6C91C1D4A\dismhost.exe  {3DFBBEE4-AB16-49A0-9147-BD1037376CAB} , C:\WINDOWS\TEMP\4C9E01F5-F57D-4EAF-89D4-0999F370E7E2\dismhost.exe  {1DC361BA-F87E-4ACD-8208-3C1AE89EAF7E} ,Similar
" c:\WINDOWS\Microsoft.NET\Framework\v4.0.30319\ngen.exe  install  Microsoft.VisualStudio.Tools.Office.Runtime, Version=10.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a  /queue  :  3 /NoDependencies ", c:\WINDOWS\Microsoft.NET\Framework\v4.0.30319\ngen.exe  install  c:\Program Files (x86)\Common Files\Microsoft Shared\VSTA\Pipeline.v10.0\AddInViews\Microsoft.VisualStudio.Tools.Applications.Runtime.v10.0.dll  /queue  :  3 /NoDependencies ,Similar
 C:\WINDOWS\TEMP\2E921E59-063E-4CAA-9A94-9E4DADE381DA\dismhost.exe  {DF2AA398-4173-4B10-B202-D3AE3ED667D9} , C:\WINDOWS\TEMP\80C5DD4F-19BB-4485-A477-8ED76AB6C1A5\dismhost.exe  {025E966C-7DC7-4C4B-B55E-6F44482072AB} ,Similar
" c:\WINDOWS\Microsoft.NET\Framework\v4.0.30319\ngen.exe  install  Microsoft.VisualStudio.Tools.Office.Runtime.Internal, Version=10.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a  /queue  :  3 /NoDependencies ", c:\WINDOWS\Microsoft.NET\Framework\v4.0.30319\ngen.exe  install  c:\Program Files (x86)\Common Files\Microsoft Shared\VSTA\Pipeline.v10.0\AddInViews\Microsoft.VisualStudio.Tools.Applications.Runtime.v10.0.dll  /queue  :  3 /NoDependencies ,Similar
 C:\WINDOWS\System32\WaaSMedicAgent.exe  4fa45db968aec010b44a36f03fad89a2 E1tRWyHZmE6GV9Okcvue4w.0.1.0.0.0 , C:\WINDOWS\System32\WaaSMedicAgent.exe  8d8f1b3f76c11d5414e83d7b3afbe217 vDSiYqKU+EO8laa+wEzHfw.0.1.0.0.0 ,Similar
 C:\Program Files\Amazon\AWSCLIV2\aws.exe  cli , C:\Program Files\Amazon\AWSCLIV2\aws.exe  s3 sync  s3://ew1-rds-ds-prd-data-export-hy/data/events/_organization=university_of_helsinki  ,Similar
 c:\WINDOWS\Microsoft.NET\Framework\v4.0.30319\ngen.exe  install  c:\Program Files (x86)\Common Files\Microsoft Shared\VSTA\Pipeline.v10.0\HostSideAdapters\Microsoft.VisualStudio.Tools.Office.HostAdapter.v10.0.dll  /queue  :  3 /NoDependencies ," c:\WINDOWS\Microsoft.NET\Framework\v4.0.30319\ngen.exe  install  Microsoft.VisualStudio.Tools.Office.Word.HostAdapter.v10.0, Version=10.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a  /queue  :  3 /NoDependencies ",Similar
 C:\Program Files\Amazon\AWSCLIV2\aws.exe  s3 sync , C:\Program Files\Amazon\AWSCLIV2\aws.exe  s3 sync  s3://ew1-rds-ds-prd-data-export-hy/data/events/_organization=university_of_helsinki/C:\Users\zhussain\study\internship\f-secure\fsecure  data\fsecure data\_year=2020 ,Similar
help ,help svchost.exe ,Similar
 C:\ProgramData\F-Secure\NS\default\swup2\working\deployer\Patches\excel2016-kb4484507-fullfile-x86-glb.exe  /passive /norestart /quiet , C:\ProgramData\F-Secure\NS\default\swup2\working\deployer\Patches\lync2016-kb4484501-fullfile-x86-glb.exe  /passive /norestart /quiet ,Similar
"DrvInst.exe  2   211   ROOT\SYSTEM\0002   C:\WINDOWS\INF\oem82.inf   imdriver.inf:c14ce884ab02dec3:LnvAppFrmDevice_Install:1.1.19.5:root\imdriverv2,   4294f16df   00000000000001E4  ",DrvInst.exe  4   1   c:\programdata\lenovo\imcontroller\temp\installer\imdriver.inf   9   4294f16df   0000000000000164   WinSta0\Default   00000000000001B4   208   c:\programdata\lenovo\imcontroller\temp\installer  ,Similar
" c:\WINDOWS\Microsoft.NET\Framework\v4.0.30319\ngen.exe  install  Microsoft.VisualStudio.Tools.Applications.Runtime.v10.0, Version=10.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a  /queue  :  3 /NoDependencies ", c:\WINDOWS\Microsoft.NET\Framework64\v4.0.30319\ngen.exe  install  c:\Program Files (x86)\Common Files\Microsoft Shared\VSTA\Pipeline.v10.0\HostSideAdapters\Microsoft.VisualStudio.Tools.Office.Word.HostAdapter.v10.0.dll  /queue  :  3 /NoDependencies ,Similar
 C:\ProgramData\F-Secure\NS\default\swup2\working\deployer\Patches\ace2016-kb4484431-fullfile-x86-glb.exe  /passive /norestart /quiet , C:\ProgramData\F-Secure\NS\default\swup2\working\deployer\Patches\mso2016-kb4484466-fullfile-x86-glb.exe  /passive /norestart /quiet ,Similar
 C:\WINDOWS\system32\NOTEPAD.EXE   C:\Users\zhussain\study\internship\f-secure\aws_sync.txt  , C:\WINDOWS\system32\NOTEPAD.EXE   C:\Users\zhussain\study\internship\f-secure\fsecure  data\fsecure data\_year=2020\_month=6\_day=22\_sensor_id=3e6599e7-f984-4167-9044-775638385318\def10613-1979-4dc4-acae-5d7b69ffa80a.jsonl ,Similar
 C:\WINDOWS\TEMP\895BFD1F-4C71-4481-9F07-784FB42E01D7\dismhost.exe  {1B090F14-1172-432D-BEB3-0D8891925437} , C:\WINDOWS\TEMP\B7F870F9-1A11-4D87-90B7-58E116787E70\dismhost.exe  {5D010F77-C0C1-4786-8382-F046BE7501AF} ,Similar
" c:\WINDOWS\Microsoft.NET\Framework64\v4.0.30319\ngen.exe  install  Microsoft.Office.Tools.Excel, Version=10.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a  /queue  :  3 /NoDependencies ", c:\WINDOWS\Microsoft.NET\Framework\v4.0.30319\ngen.exe  install  c:\Program Files (x86)\Common Files\Microsoft Shared\VSTA\Pipeline.v10.0\HostSideAdapters\Microsoft.VisualStudio.Tools.Office.Excel.HostAdapter.v10.0.dll  /queue  :  3 /NoDependencies ,Similar
 C:\WINDOWS\system32\NOTEPAD.EXE   C:\Users\zhussain\AppData\Local\Temp\Temp1_Vol-2612.zip\Vol-2612\changes-2020-06-05.txt  , C:\WINDOWS\system32\NOTEPAD.EXE   C:\Users\zhussain\study\internship\vscode\00d5664c-184b-417d-a79f-baa285453709.txt  ,Similar
 C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe  -StartupEvent 398 -InterruptEvent 0 -NGENProcess 370 -Pipe 394 -Comment  NGen Worker Process  , C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe  -StartupEvent 398 -InterruptEvent 0 -NGENProcess 370 -Pipe 394 -Comment  NGen Worker Process  ,Similar
 C:\WINDOWS\System32\WaaSMedicAgent.exe  e199acc060a1fe2618b52dac41c98aed MROUNatmfUGer5U01uSG+w.0.1.0.0.0 , C:\WINDOWS\System32\WaaSMedicAgent.exe  e6e756b4fa16fcf3705c5eb212d0fe73 qPGevqJIlk+eCYnvITiIVA.0.1.0.0.0 ,Similar
 C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe  -StartupEvent 224 -InterruptEvent 0 -NGENProcess 458 -Pipe 394 -Comment  NGen Worker Process  , C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe  -StartupEvent 16c -InterruptEvent 0 -NGENProcess 2f4 -Pipe 320 -Comment  NGen Worker Process  ,Similar
 C:\WINDOWS\System32\WaaSMedicAgent.exe  04085d60fabdd16cc9e4740eefe9e141 5p9sEBf3wUuFjmzc.0.0.0 , C:\WINDOWS\System32\WaaSMedicAgent.exe  27d44d3033658bb638c5127f2e504a30 V46yIv2S6ECjLvmtecxIqA.0.1.0.0.0 ,Similar
 C:\WINDOWS\System32\WaaSMedicAgent.exe  27d44d3033658bb638c5127f2e504a30 V46yIv2S6ECjLvmtecxIqA.0.1.0.0.0 , C:\WINDOWS\System32\WaaSMedicAgent.exe  5359dff7d3b1f75e59bad7f9e2fa0d81 cSp2103x+kOcqszo.0.0.0 ,Similar
 C:\WINDOWS\TEMP\928E5EDF-4C8F-43D9-9B0D-EF4BCA335B32\dismhost.exe  {C779215C-3C71-4307-8E31-06A10DB74350} , C:\WINDOWS\TEMP\B7F870F9-1A11-4D87-90B7-58E116787E70\dismhost.exe  {5D010F77-C0C1-4786-8382-F046BE7501AF} ,Similar
" c:\WINDOWS\Microsoft.NET\Framework\v4.0.30319\ngen.exe  install  Microsoft.VisualStudio.Tools.Office.Contract.v10.0, Version=10.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a  /queue  :  3 /NoDependencies ", c:\WINDOWS\Microsoft.NET\Framework\v4.0.30319\ngen.exe  install  c:\Program Files (x86)\Common Files\Microsoft Shared\VSTA\Pipeline.v10.0\AddInSideAdapters\Microsoft.VisualStudio.Tools.Office.AddInAdapter.v9.0.dll  /queue  :  3 /NoDependencies ,Similar
DrvInst.exe  1   0   SWD\WPDBUSENUM\_??_USBSTOR#Disk&Ven_USB_2.0&Prod_Flash_Drive&Rev_8.07#1EA25BDB&0#{53f56307-b6bf-11d0-94f2-00a0c91efb8b}         423f9833f   0000000000000000  ,DrvInst.exe  5   0   C:\WINDOWS\System32\DriverStore\FileRepository\vmusb.inf_amd64_2785f0612489e887\vmusb.inf   0   498e41427   00000000000001B8   WinSta0\Default  ,Similar
 C:\WINDOWS\system32\NOTEPAD.EXE   C:\Users\RDS21bde055271f\study\internship\vscode\data.txt  , C:\WINDOWS\system32\NOTEPAD.EXE   C:\Users\zhussain\AppData\Local\Temp\Temp1_Vol-2612.zip\Vol-2612\changes-2020-06-11.txt  ,Similar
aws configure ,aws help ,Similar
 C:\WINDOWS\System32\WaaSMedicAgent.exe  e6e756b4fa16fcf3705c5eb212d0fe73 qPGevqJIlk+eCYnvITiIVA.0.1.0.0.0 , C:\WINDOWS\System32\WaaSMedicAgent.exe  f6e8e7f9866e8c53d67827e51a877dda 3dRXVl579ku5kmEG.0.0.0 ,Similar
 C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe  uninstall  C:\WINDOWS\assembly\NativeImages_v4.0.30319_64\System.Activities\94827f4f52a143921062855e2a54b268\System.Activities.ni.dll  /noroot /LegacyServiceBehavior , C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe  uninstall  C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\System.Management\65b7c0c9b5827f0e120f5973554430f6\System.Management.ni.dll  /noroot /LegacyServiceBehavior ,Similar
 C:\WINDOWS\TEMP\43633225-94A5-4585-A91D-C07B8319D810\dismhost.exe  {18ADA5A3-261D-4BF7-BD03-E8F14D5037A3} , C:\WINDOWS\TEMP\7123B021-A23C-4AD4-B9AE-D04244569B9D\dismhost.exe  {A58A42A7-2B1D-4234-88FA-63C229E1AB24} ,Similar
 C:\WINDOWS\System32\WaaSMedicAgent.exe  2a904a7efa1246786242abfee7e87fa4 lGgSa3I9akq1SY25olBZjA.0.1.0.0.0 , C:\WINDOWS\System32\WaaSMedicAgent.exe  2c827af73788a5a3b33e7552e7e77a83 pKydUFmm4UidlQQD.0.0.0 ,Similar
 C:\Program Files (x86)\F-Secure\PSB\Ultralight\ulu\1591258926\ulu.exe  --aua-channel =  capricorn-win64  --aua-version =  1593574004  --aua-path =  C:\ProgramData\F-Secure\NS\default\GUTS2\capricorn-win64\1593574004  , C:\Program Files (x86)\F-Secure\PSB\Ultralight\ulu\1591258926\ulu.exe  --aua-channel =  capricorn-win64  --aua-version =  1593683810  --aua-path =  C:\ProgramData\F-Secure\NS\default\GUTS2\capricorn-win64\1593683810  ,Similar
.\mingw64\bin\git.exe config --system  filter.lfs.clean   git-lfs clean -- %f  ,.\mingw64\bin\git.exe config --system  http.sslCAInfo   C:/Program Files/Git/mingw64/ssl/certs/ca-bundle.crt  ,Similar
 C:\WINDOWS\TEMP\D8B6F946-D492-4E87-815C-25A428A2F7F7\dismhost.exe  {2CE9E306-9D1F-470C-8515-3D9C7425E183} , C:\WINDOWS\TEMP\E0BD5F2D-0263-4F8A-B15C-8A279AB3CFB0\dismhost.exe  {0F85E5AB-D2E3-4490-B1A6-7577B9A53A4C} ,Similar
 C:\Users\Localadmin_zhussain\AppData\Roaming\Macromedia\Flash Player\www.macromedia.com\bin\adobeconnectaddin\adobeconnectaddin.exe  /uninstall , C:\Users\zhussain\AppData\Roaming\Macromedia\Flash Player\www.macromedia.com\bin\adobeconnectaddin\adobeconnectaddin.exe  /uninstall ,Similar
 C:\WINDOWS\System32\WaaSMedicAgent.exe  04085d60fabdd16cc9e4740eefe9e141 5p9sEBf3wUuFjmzc.0.0.0 , C:\WINDOWS\System32\WaaSMedicAgent.exe  53f1c6241ed239f59b4aa85dab20ab0a V0NGDVWkFke41c4kPFe6Aw.0.1.0.0.0 ,Similar
 C:\WINDOWS\TEMP\095F688A-DAF2-4C1D-9DD2-C21052F84E7C\dismhost.exe  {2F396577-9A28-4F34-92ED-FF6B0C31A9AA} , C:\WINDOWS\TEMP\25FE10B1-A5D7-4EBC-BD5B-D73CA997D01E\dismhost.exe  {72783E2F-7A1C-4129-9E89-0549223DF29F} ,Similar
 C:\WINDOWS\TEMP\3B0C8658-4994-472C-ACEE-88A6BF795E70\dismhost.exe  {1ECC24A4-FB51-4370-A6E8-F8F2A85BD830} , C:\WINDOWS\TEMP\47885689-3448-4D9F-B623-0A0B3328D028\dismhost.exe  {95F70736-586C-4413-B117-AE99882FBD1E} ,Similar
 C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe  -StartupEvent 318 -InterruptEvent 0 -NGENProcess 2cc -Pipe 2e4 -Comment  NGen Worker Process  , C:\Windows\Microsoft.NET\Framework\v4.0.30319\mscorsvw.exe  -StartupEvent 3f8 -InterruptEvent 0 -NGENProcess 3ec -Pipe 3f4 -Comment  NGen Worker Process  ,Similar
 C:\WINDOWS\TEMP\3B0C8658-4994-472C-ACEE-88A6BF795E70\dismhost.exe  {1ECC24A4-FB51-4370-A6E8-F8F2A85BD830} , C:\WINDOWS\TEMP\7123B021-A23C-4AD4-B9AE-D04244569B9D\dismhost.exe  {A58A42A7-2B1D-4234-88FA-63C229E1AB24} ,Similar
 C:\WINDOWS\system32\NOTEPAD.EXE   C:\Users\zhussain\study\internship\Economics\data\text_files\companies\2457_1995_737.txt  , C:\WINDOWS\system32\NOTEPAD.EXE   C:\Users\zhussain\study\internship\f-secure\fsecure  data\fsecure data\_year=2020\_month=6\_day=22\_sensor_id=3e6599e7-f984-4167-9044-775638385318\0ee1f2d3-9a48-49e0-83fe-e5f34fc48320.jsonl ,Similar
 C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe  -StartupEvent 368 -InterruptEvent 0 -NGENProcess 344 -Pipe 370 -Comment  NGen Worker Process  , C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe  -StartupEvent 40c -InterruptEvent 0 -NGENProcess 49c -Pipe 4c8 -Comment  NGen Worker Process  ,Similar
 C:\WINDOWS\system32\NOTEPAD.EXE   C:\Users\RDS21bde055271f\study\internship\f-secure\meeting_points  25-06.txt , C:\WINDOWS\system32\NOTEPAD.EXE   C:\Users\zhussain\AppData\Local\Temp\Temp1_Vol-2612.zip\Vol-2612\changes-2020-06-05.txt  ,Similar
 C:\WINDOWS\system32\NOTEPAD.EXE   C:\Users\RDS832708cf3b2a\study\internship\f-secure\meeting_points  25-06.txt , C:\WINDOWS\system32\NOTEPAD.EXE   C:\Users\zhussain\AppData\Local\Temp\Temp1_Vol-2612.zip\Vol-2612\changes-2020-06-11.txt  ,Similar
git commit -m  i have added a test file  ,git commit -m  this is for new branch  ,Similar
 C:\WINDOWS\TEMP\0D8F5E00-23B9-45AB-8FBE-A2CD92D11563\dismhost.exe  {DA109824-AB62-4DC9-BA93-0166FA06B358} , C:\WINDOWS\TEMP\25FE10B1-A5D7-4EBC-BD5B-D73CA997D01E\dismhost.exe  {72783E2F-7A1C-4129-9E89-0549223DF29F} ,Similar
 C:\WINDOWS\TEMP\225312BA-8B6C-4140-8DDA-D1E0A521D7BA\dismhost.exe  {6DD7B887-3BC6-440A-9B6F-F997BA9B1836} , C:\WINDOWS\TEMP\43633225-94A5-4585-A91D-C07B8319D810\dismhost.exe  {18ADA5A3-261D-4BF7-BD03-E8F14D5037A3} ,Similar
 wevtutil  um  C:\Program Files (x86)\F-Secure\PSB\Ultralight\ulcore\1594813445\FSecureUltralightSDK.man  , wevtutil.exe  im  C:\Program Files (x86)\Common Files\Microsoft Shared\OFFICE16\AirSpace.Etw.man  ,Similar
 C:\WINDOWS\system32\CompatTelRunner.exe  -m  :  invagent.dll -f  :  RunUpdate -cv  :  2Fif76PXuEKRFQtL.5 , C:\WINDOWS\system32\CompatTelRunner.exe  -m  :  invagent.dll -f  :  RunUpdate -cv  :  IAvXP+KeWUqF9TRF.5 ,Similar
 C:\WINDOWS\TEMP\217AAB03-5C66-4E59-91BF-AF2A7F3B955F\dismhost.exe  {C62CFCED-9919-4B18-A16C-11870AFDBFAF} , C:\WINDOWS\TEMP\80C5DD4F-19BB-4485-A477-8ED76AB6C1A5\dismhost.exe  {025E966C-7DC7-4C4B-B55E-6F44482072AB} ,Similar
 C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe  -StartupEvent 354 -InterruptEvent 0 -NGENProcess 348 -Pipe 350 -Comment  NGen Worker Process  , C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe  -StartupEvent 35c -InterruptEvent 0 -NGENProcess 2e4 -Pipe 390 -Comment  NGen Worker Process  ,Similar
 C:\WINDOWS\System32\WaaSMedicAgent.exe  5359dff7d3b1f75e59bad7f9e2fa0d81 cSp2103x+kOcqszo.0.0.0 , C:\WINDOWS\System32\WaaSMedicAgent.exe  82efd75b56268f7931b7d4391d22978b +XF85hlkOUm3+oTO7VgggA.0.1.0.0.0 ,Similar
 C:\WINDOWS\TEMP\F53A26EE-A89C-4797-8D98-D13CA1C669AD\dismhost.exe  {DA068038-99B9-47D1-8CB2-3BC656D84360} , C:\WINDOWS\TEMP\FF02D9C5-A036-41A5-8AB2-CA10529C1332\dismhost.exe  {9F2C320C-AF7D-41E9-BDF9-F1B5EC6E579C} ,Similar
 C:\WINDOWS\System32\WaaSMedicAgent.exe  f4bbc461f9fc7f8fc1a6c6429af0696f ErFc8CLM00iW3D/x.0.0.0 , C:\WINDOWS\System32\WaaSMedicAgent.exe  fbac091fcd4ed9f6354c7260ff219be0 hEmo4Y7LokieMcOBwtyXrw.0.1.0.0.0 ,Similar
" c:\WINDOWS\Microsoft.NET\Framework\v4.0.30319\ngen.exe  install  Microsoft.VisualStudio.Tools.Office.Word.HostAdapter.v10.0, Version=10.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a  /queue  :  3 /NoDependencies ", c:\WINDOWS\Microsoft.NET\Framework\v4.0.30319\ngen.exe  install  c:\Program Files (x86)\Common Files\Microsoft Shared\VSTA\Pipeline.v10.0\AddInViews\Microsoft.VisualStudio.Tools.Applications.Runtime.v10.0.dll  /queue  :  3 /NoDependencies ,Similar
